HUM%,59,2020-09-06 20:28:15.671793
HUM%,51,2020-09-06 20:28:16.172061
HUM%,0,2020-09-06 20:28:16.673362
HUM%,78,2020-09-06 20:28:17.174762
HUM%,14,2020-09-06 20:28:17.675787
HUM%,63,2020-09-06 20:28:18.177158
HUM%,9,2020-09-06 20:28:18.678262
HUM%,58,2020-09-06 20:28:19.179256
HUM%,63,2020-09-06 20:28:19.679956
HUM%,33,2020-09-06 20:28:20.181143
HUM%,87,2020-09-06 20:28:20.682278
HUM%,56,2020-09-06 20:28:21.183077
HUM%,0,2020-09-06 20:28:21.683979
HUM%,0,2020-09-06 20:28:22.185121
HUM%,0,2020-09-06 20:28:22.686181
HUM%,50,2020-09-06 20:28:23.187432
HUM%,43,2020-09-06 20:28:23.688586
HUM%,21,2020-09-06 20:28:24.189963
HUM%,44,2020-09-06 20:28:24.691267
HUM%,67,2020-09-06 20:28:25.192548
