HUM%,9,2020-09-06 21:56:45.119064
HUM%,78,2020-09-06 21:56:45.614992
HUM%,48,2020-09-06 21:56:46.116220
HUM%,40,2020-09-06 21:56:46.617563
HUM%,59,2020-09-06 21:56:47.118797
HUM%,32,2020-09-06 21:56:47.619891
HUM%,33,2020-09-06 21:56:48.121293
HUM%,60,2020-09-06 21:56:48.622491
HUM%,23,2020-09-06 21:56:49.123680
HUM%,8,2020-09-06 21:56:49.625242
HUM%,75,2020-09-06 21:56:50.126514
HUM%,74,2020-09-06 21:56:50.627709
HUM%,72,2020-09-06 21:56:51.129070
HUM%,12,2020-09-06 21:56:51.630110
HUM%,75,2020-09-06 21:56:52.131001
HUM%,78,2020-09-06 21:56:52.632366
HUM%,16,2020-09-06 21:56:53.133548
HUM%,75,2020-09-06 21:56:53.634700
HUM%,41,2020-09-06 21:56:54.136084
HUM%,35,2020-09-06 21:56:54.637261
