HUM%,35,2020-09-06 20:28:28.370946
HUM%,68,2020-09-06 20:28:28.870784
HUM%,85,2020-09-06 20:28:29.372003
HUM%,8,2020-09-06 20:28:29.873336
HUM%,65,2020-09-06 20:28:30.374158
HUM%,13,2020-09-06 20:28:30.875407
HUM%,88,2020-09-06 20:28:31.376686
HUM%,61,2020-09-06 20:28:31.877869
HUM%,16,2020-09-06 20:28:32.379042
HUM%,85,2020-09-06 20:28:32.880432
HUM%,23,2020-09-06 20:28:33.381587
HUM%,3,2020-09-06 20:28:33.882907
HUM%,52,2020-09-06 20:28:34.383961
HUM%,55,2020-09-06 20:28:34.884894
HUM%,84,2020-09-06 20:28:35.386088
HUM%,3,2020-09-06 20:28:35.887232
HUM%,24,2020-09-06 20:28:36.388190
HUM%,96,2020-09-06 20:28:36.889587
HUM%,38,2020-09-06 20:28:37.391198
HUM%,41,2020-09-06 20:28:37.892406
