HUM%,43,2020-09-06 21:56:56.996441
HUM%,52,2020-09-06 21:56:57.494099
HUM%,92,2020-09-06 21:56:57.995466
HUM%,43,2020-09-06 21:56:58.496823
HUM%,28,2020-09-06 21:56:58.998007
HUM%,98,2020-09-06 21:56:59.499169
HUM%,48,2020-09-06 21:57:00.002916
HUM%,88,2020-09-06 21:57:00.501562
HUM%,65,2020-09-06 21:57:01.002939
HUM%,87,2020-09-06 21:57:01.504128
HUM%,58,2020-09-06 21:57:02.005309
HUM%,72,2020-09-06 21:57:02.506664
HUM%,0,2020-09-06 21:57:03.007884
HUM%,91,2020-09-06 21:57:03.509067
HUM%,2,2020-09-06 21:57:04.010560
HUM%,94,2020-09-06 21:57:04.511866
HUM%,94,2020-09-06 21:57:05.013206
HUM%,88,2020-09-06 21:57:05.514392
HUM%,88,2020-09-06 21:57:06.015731
HUM%,76,2020-09-06 21:57:06.517094
