HUM%,29,2020-09-06 20:27:49.784041
HUM%,14,2020-09-06 20:27:50.274647
HUM%,30,2020-09-06 20:27:50.775186
HUM%,42,2020-09-06 20:27:51.276167
HUM%,25,2020-09-06 20:27:51.777017
HUM%,28,2020-09-06 20:27:52.277796
HUM%,29,2020-09-06 20:27:52.778955
HUM%,71,2020-09-06 20:27:53.280004
HUM%,2,2020-09-06 20:27:53.781374
HUM%,49,2020-09-06 20:27:54.282133
HUM%,70,2020-09-06 20:27:54.783673
HUM%,89,2020-09-06 20:27:55.284729
HUM%,89,2020-09-06 20:27:55.785669
HUM%,23,2020-09-06 20:27:56.287120
HUM%,10,2020-09-06 20:27:56.788140
HUM%,8,2020-09-06 20:27:57.289033
HUM%,87,2020-09-06 20:27:57.790284
HUM%,42,2020-09-06 20:27:58.291450
HUM%,85,2020-09-06 20:27:58.792625
HUM%,37,2020-09-06 20:27:59.293790
