HUM%,23,2020-09-06 21:56:15.616766
HUM%,4,2020-09-06 21:56:16.094154
HUM%,21,2020-09-06 21:56:16.595415
HUM%,40,2020-09-06 21:56:17.096388
HUM%,93,2020-09-06 21:56:17.597578
HUM%,24,2020-09-06 21:56:18.098855
HUM%,76,2020-09-06 21:56:18.600050
HUM%,12,2020-09-06 21:56:19.101234
HUM%,73,2020-09-06 21:56:19.605228
HUM%,93,2020-09-06 21:56:20.106460
HUM%,6,2020-09-06 21:56:20.607774
HUM%,71,2020-09-06 21:56:21.109294
HUM%,66,2020-09-06 21:56:21.610133
HUM%,48,2020-09-06 21:56:22.111402
HUM%,70,2020-09-06 21:56:22.612736
HUM%,65,2020-09-06 21:56:23.113747
HUM%,56,2020-09-06 21:56:23.615031
HUM%,9,2020-09-06 21:56:24.116185
HUM%,78,2020-09-06 21:56:24.617380
HUM%,49,2020-09-06 21:56:25.118692
